iter	RMSE
568	0.4074308403
569	0.4073355731
570	0.4072590742
571	0.4072334632
572	0.4070957435
573	0.4070416557
574	0.4069622714
575	0.4068778738
576	0.4068506018
577	0.406837269
578	0.406738259
579	0.4066879646
580	0.4066109782
581	0.4065428883
582	0.4064027425
583	0.4062863446
584	0.4060685388
585	0.4059998067
586	0.4058679606
587	0.4057953861
588	0.4057450906
589	0.4056699273
590	0.4055622983
591	0.4054215548
592	0.405362356
593	0.4052928685
594	0.4052696579
595	0.4052222555
596	0.4051362421
597	0.4050704765
598	0.4050589117
599	0.4049250749
600	0.4048814476
601	0.4048000953
602	0.4047537296
603	0.4046555071
604	0.4046091391
605	0.4045172883
606	0.4044051866
607	0.4043225461
608	0.4042558776
609	0.4041790219
610	0.4041084454
611	0.4040823104
612	0.404015435
613	0.4039349739
614	0.4038932172
615	0.4037862818
616	0.4037606629
617	0.4037195688
618	0.4036267113
619	0.4035630731
620	0.4035376057
621	0.4035057592
622	0.4033389409
623	0.4032645479
624	0.4032353795
625	0.4031117954
626	0.4030360282
627	0.4029626406
628	0.4028561293
629	0.4027865754
630	0.4026857415
631	0.4026652697
632	0.402647744
633	0.4026393586
634	0.4026374764
635	0.4025886791
636	0.4024618037
637	0.4023641909
638	0.4022933488
639	0.4022690756
640	0.4021762581
641	0.4021047407
642	0.4020586161
643	0.4020293499
644	0.401925773
645	0.4018447978
646	0.4018044786
647	0.401739179
648	0.4016646744
649	0.4016267066
650	0.4015495956
651	0.4014107133
652	0.4013097073
653	0.4012598716
654	0.4011495114
655	0.4010630824
656	0.4010429664
657	0.4010153453
658	0.4009498662
659	0.4009196973
660	0.4008425757
661	0.40078702
662	0.4007264089
663	0.4006782306
664	0.4005339363
665	0.4005319113
666	0.4003733014
667	0.4002762968
668	0.4002656611
669	0.4002360268
670	0.4001578029
671	0.4000420026
672	0.3999540003
673	0.3999194391
674	0.3998461404
675	0.3998311692
676	0.3997731214
677	0.3997217285
678	0.3996366964
679	0.3996027255
680	0.3995733529
681	0.3994987415
682	0.3993726904
683	0.3993571959
684	0.3992567751
685	0.3991440198
686	0.3990892014
687	0.3989677146
688	0.3989042223
689	0.3988110299
690	0.3988011647
691	0.3987332622
692	0.3986709735
693	0.398541053
694	0.3984688381
695	0.3984309394
696	0.3983563659
697	0.3982713117
698	0.3981891079
699	0.398112129
700	0.398060309
701	0.3979836544
702	0.3978438988
703	0.3977071481
704	0.3976842079
705	0.3976196781
706	0.3975190015
707	0.3975074502
708	0.3974520766
709	0.3974261732
710	0.3973171493
711	0.3972431599
712	0.3971790343
713	0.3970481844
714	0.3970140142
715	0.3969715429
716	0.3969467742
717	0.3968678881
718	0.3968130958
719	0.3968042398
720	0.3966915452
721	0.3966306097
722	0.3965047673
723	0.3964375858
724	0.3964267601
725	0.3963359172
726	0.3962795322
727	0.3961856438
728	0.3961192691
729	0.3960127435
730	0.3959230197
731	0.3958964653
732	0.3958177317
733	0.3957257219
734	0.3956364343
735	0.3955269478
736	0.3954949602
737	0.395480615
738	0.3954161923
739	0.3952887908
740	0.3952144943
741	0.3951493044
742	0.3949927892
743	0.3949464323
744	0.3949389307
745	0.3948696599
746	0.3948600881
747	0.3948299345
748	0.3947735269
749	0.394763017
750	0.3947204906
751	0.3946430187
752	0.394605224
753	0.3945698611
754	0.3945335753
755	0.394491943
756	0.3943927275
757	0.394300344
758	0.3942226366
759	0.3941455658
760	0.3940630158
761	0.3940237013
762	0.3940012401
763	0.3939664678
764	0.3938422169
765	0.3937841328
766	0.3937353005
767	0.3936727249
768	0.3936479059
769	0.3936113255
770	0.3935370201
771	0.3934166807
772	0.3934044541
773	0.3933965617
774	0.3933838833
775	0.3933401128
776	0.3932449067
777	0.3932376635
778	0.3931731276
779	0.3931104397
780	0.3931032565
781	0.3930405606
782	0.3929963904
783	0.3929311886
784	0.3928836746
785	0.3928033193
786	0.3927200951
787	0.3926101
788	0.3925621054
789	0.3924555782
790	0.392290856
791	0.3922548155
792	0.3922106745
793	0.3921399147
794	0.3920839581
795	0.3920352439
796	0.3919822048
797	0.3919295229
798	0.3919096213
799	0.3918161625
800	0.3917967775
801	0.3917854426
802	0.3917662155
803	0.3917039542
804	0.3916077756
805	0.3915985466
806	0.3915879034
807	0.3915637087
808	0.3914693779
809	0.391390695
810	0.3913519312
811	0.3913384788
812	0.3912904112
813	0.3912419759
814	0.3912178725
815	0.3912123788
816	0.3911238657
817	0.3910823131
818	0.3910282676
819	0.3909680784
820	0.3908979545
821	0.3908878433
822	0.3908695003
823	0.3908665494
824	0.3907735207
825	0.3907393279
826	0.3906680749
827	0.390574159
828	0.3905699641
829	0.3905033605
830	0.3903915369
831	0.3903664695
832	0.3902883399
833	0.3902704987
834	0.3902682378
835	0.3901971607
836	0.3901679781
837	0.3900830865
838	0.3900100042
839	0.3899515582
840	0.3899458731
841	0.389904271
842	0.3897733912
843	0.3896562265
844	0.3895965495
845	0.3895773135
846	0.389450738
847	0.3894410892
848	0.3893960624
849	0.3893194491
850	0.3892587092
851	0.3891804339
852	0.3891721998
853	0.3890749011
854	0.3890699664
855	0.3890092718
856	0.3889679794
857	0.388953772
858	0.3889046978
859	0.3888287018
860	0.3887679312
861	0.3887108308
862	0.3887046198
863	0.3885790302
864	0.3885253042
865	0.3884588215
866	0.3884550745
867	0.3884019038
868	0.3883535289
869	0.3882432076
870	0.3881476285
871	0.3880279052
872	0.3880246683
873	0.388009103
874	0.3879521862
875	0.3878985609
876	0.3878154016
877	0.3877614643
878	0.3877174019
879	0.3876112447
880	0.3875749707
881	0.3875422318
882	0.3874705765
883	0.3874658871
884	0.3873598498
885	0.3873316458
886	0.387279974
887	0.3871697685
888	0.3870642438
889	0.3870557407
890	0.3869903682
891	0.3869062837
892	0.3867708129
893	0.3866908848
894	0.3866099661
895	0.3864821709
896	0.386400908
897	0.3863962258
898	0.3863108769
899	0.3862741273
900	0.3862270563
901	0.3861263691
902	0.3860530237
903	0.3860394596
904	0.3860159369
905	0.3858495456
906	0.3858458777
907	0.3857598119
908	0.3857134281
909	0.3856238717
910	0.3856137744
911	0.3855887857
912	0.385512078
913	0.3853821704
914	0.3852988497
915	0.3852187136
916	0.3851863517
917	0.3851585622
918	0.3850568161
919	0.3850134739
920	0.385008532
921	0.3849187932
922	0.3848593439
923	0.3847320288
924	0.3846753924
925	0.3846706247
926	0.3845700179
927	0.3844879973
928	0.3844413554
929	0.3843615732
930	0.3843185657
931	0.3842945976
932	0.3842673538
933	0.384175549
934	0.3841170572
935	0.3840337899
936	0.3839445518
937	0.3839364315
938	0.3838558469
939	0.3837900505
940	0.383667228
941	0.3836431097
942	0.3836151487
943	0.3835694524
944	0.3834857369
945	0.3834428768
946	0.3833781099
947	0.3833362467
948	0.3832731642
949	0.3831906727
950	0.3831568938
951	0.3831071078
952	0.3830650361
953	0.3829610966
954	0.3829134274
955	0.3828511675
956	0.3827755665
957	0.3826608768
958	0.3825652184
959	0.3824912388
960	0.382369178
961	0.3823077059
962	0.3822351651
963	0.3821510774
964	0.3821203129
965	0.3820762699
966	0.382021883
967	0.381956644
968	0.3818876183
969	0.3818467605
970	0.3818049418
971	0.3817309536
972	0.3816683163
973	0.3816135572
974	0.3815926673
975	0.3815669141
976	0.381407335
977	0.3813504154
978	0.3813329334
979	0.3812834942
980	0.3811540162
981	0.3811069738
982	0.3810289896
983	0.3809305922
984	0.3808170192
985	0.3807898457
986	0.3807295248
987	0.3807137812
988	0.3806509441
989	0.3805910591
990	0.3805468728
991	0.3804867994
992	0.3804068587
993	0.3803302375
994	0.3802526178
995	0.380174065
996	0.3801116989
997	0.3800543277
998	0.3800168148
999	0.3799832589
